adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.amazinggracemovie.com/,15163,tt0454776,en,Amazing Grace,"The true story of William Wilberforce's courageous quest to end the British slave trade. Although meeting intense opposition, his minister, John Newton, urges him to see the cause through.",20.346477,/gSipFYPRTESPf9RD6c6nX9JRtqT.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Roadside Attractions', 'id': 911}, {'name': 'Bristol Bay Productions', 'id': 2233}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2006-09-16,0.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,Behind the song you love is a story you will never forget.,Amazing Grace,False,7.0,95.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,15935,tt0312409,en,Bad Eggs,"Ben Kinnear and Mike Paddock are two undercover detectives with way too much publicity, who find they can no longer turn a blind eye to the corruption in the police force.",1.0044,/i9sqfKL5NabgVpxzngvbOVaPeXR.jpg,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2003-07-24,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone’s on the shonk,Bad Eggs,False,5.1,4.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,25128,tt0234137,en,Love & Sex,"When her rather explicit copy is rejected, magazine journalist Kate is asked by her editor to come up with an article on loving relationships instead, and to do so by the end of the day. This gets Kate thinking back over her own various experiences, and to wondering if she is in much of a position to write on the subject.",9.684941,/hw4vNzlaiMqSRrlVumKf6ifVI33.jpg,[],[],2000-01-24,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Love & Sex,False,5.7,21.0
False,"{'id': 133297, 'name': 'Ants in the Pants Collection', 'poster_path': '/fop4WshEXPUlnorieckv7w4CGfJ.jpg', 'backdrop_path': '/yLVU5XCB4YMcx9cRwu7JDJ2iXVe.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,9478,tt0239450,de,Harte Jungs,"Flo is not quite a normal teenager: While all his friends only think about sex he can't even pronounce the word ""S - E - X"". But everything changes completely when one morning Flo wakes up from a strange call. His penis, excited for the first time, begins to talk to him. He claims that Flo severely neglected him for 15 years and it's time to release him.",2.832858,/r6Y7tjCMwBjV76231cLHC2HjyGu.jpg,"[{'name': 'Constantin Film Produktion', 'id': 5755}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2000-03-29,0.0,95.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"Come on, go ahead!",Ants in the Pants,False,4.5,26.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,55685,tt0077191,it,Avere vent'anni,"Lia and Tina are two beautiful girls who meet and realize that they have a lot in common. They are both young, beautiful and pissed off, so they decide to hitchhike their way to Rome to find Nazariota's commune, a place to stay for free and have all the sex they want... or so they think. Things don't go as they have planned though, and soon they become involved in prostitution, the police and an aggressive gang.",1.737503,/fNiq9IK7qMAUx1InCkEAUyzHMyR.jpg,"[{'name': 'International Daunia Film', 'id': 73556}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1978-07-14,0.0,94.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,To Be Twenty,False,5.7,9.0
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]",,421626,tt6349282,en,Sleigh Bells Ring,"”Laurel (Cahill) is in charge of her hometown’s Christmas parade, and with budget cuts, she’s having trouble making it a special event this year and, after a recent divorce, getting into the holiday spirit. When she and her daughter Scarlett cross paths with a lone farmer who has a sleigh that he claims came from Santa crash-landing on his property years ago, they are both skeptical. But the sleigh would make a great addition to the parade if it could be restored. When the farmer gives Laurel the sleigh for the parade, her ‘luck’ slowly changes. It’s almost as if the sleigh is leading her to all the right pieces she needs to make the parade a success, including meeting a handsome man from town who has the loving touch to restore the relic. Laurel is converted into a true believer and rekindles that holiday spirit with her daughter, especially when she realizes the real Santa is riding his lost sleigh in the Christmas parade.",1.009927,/sUChUwUfKvA5MW6CaH6nNfIc9sw.jpg,[],[],2016-12-18,0.0,82.0,[],Released,,Sleigh Bells Ring,False,5.7,3.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,358725,tt4589186,fr,Saint Amour,"Every year, Bruno makes a tour of all the wine stands, without setting foot outside the Show’s premises and without ever finishing his wine trail. This year, his father suggests they finish it together, but a real wine trail, across the French countryside. Accompanied by Mike, a young, quirky taxi driver, they set off in the direction of France’s major wine regions. Together, they are going to discover not only the wine trails, but also the road that leads back to Love.",2.916386,/45OwkUUk0MpdO9j1QvDnhI1Txwv.jpg,"[{'name': 'Nexus Factory', 'id': 7561}, {'name': 'JPG Films', 'id': 26568}, {'name': 'No Money Productions', 'id': 26569}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2016-03-02,0.0,101.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Saint Amour,False,5.3,37.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,107682,tt0111770,xx,Xin buliao qing,"Unable to make it as a commercial success because he staunchly refuses to sell out, a struggling Hong Kong musician rediscovers his love of music and regains an interest in his life's meaning through his relationship with a dying girl.",0.818623,/t9xpFYQCb1cYJ8mCxxVmD0K3Ne9.jpg,[],"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1993-11-11,0.0,105.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,"C'est La Vie, Mon Cheri",False,7.1,7.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,11659,tt0346336,it,La Meglio Gioventú,"Spanning four decades, from the chaotic 1960s to the present, director Marco Tullio Giordana's passionate epic 'La Meglio Gioventu' follows two Italian brothers through some of the most tumultuous events of recent Italian history.",6.040001,/fWi5OVdODBYsNXZTmVbvV1ROMhl.jpg,"[{'name': 'Rai Cinemafiction', 'id': 238}, {'name': 'BiBi Film', 'id': 6275}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2003-05-19,0.0,366.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Possibilities Were Endless...,The Best of Youth,False,8.0,88.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://kingjackmovie.com/,330916,tt3863484,en,King Jack,"Growing up in a rural town filled with violent delinquents, Jack has learned to do what it takes to survive, despite having an oblivious mother and no father. After his aunt falls ill and a younger cousin comes to stay with him, the hardened 15-year-old discovers the importance of friendship, family, and looking for happiness even in the most desolate of circumstances.",1.709289,/dpfDsoKL5ofQLe5rsjZmHMI2hph.jpg,"[{'name': 'Whitewater Films', 'id': 3095}, {'name': 'Stink Films', 'id': 34312}, {'name': 'Buffalo Picture House', 'id': 48648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-01,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,King Jack,False,6.9,34.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,92254,tt0031309,fr,La fin du jour,"Aged penniless actors are living in a old people's home. They always talk about their past glory or failures. One day Raphael Saint-Clair comes; he has been a famous actor and had a lot of love affairs. Passions come back, and jealousies... A bitter film about aging, failure and the entertainment.",0.44492,/qMGANaLR1zsEW6aXnZQRcPsrw4M.jpg,[],[],1939-03-24,0.0,99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,La Fin du Jour,False,6.0,3.0
False,,10000,"[{'id': 27, 'name': 'Horror'}]",,99104,tt0126820,en,Bloodletting,"A young woman, fascinated with mass murderers, tracks down the world's most famous uncaught serial killer and becomes his apprentice; together they go on a killing spree.",0.072171,/kObIQERttnMmGNhYKj0sPRVTdXc.jpg,"[{'name': 'Tempe Video', 'id': 4687}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only thing that stands between Butch and Serena...will die.,Bloodletting,False,5.0,1.0
False,,2000000,"[{'id': 35, 'name': 'Comedy'}]",,10758,tt0473308,en,Waitress,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",11.276024,/88FWNhsEvnCGELvUgQEpZ1E5nd5.jpg,"[{'name': 'Night and Day Pictures', 'id': 24133}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-25,22179430.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,If only life were as easy as pie,Waitress,False,6.6,132.0
False,,0,[],,117259,tt0180181,en,Soft Fruit,"For the first time in 15 years, all four siblings in a family show up to care for their dying mother, who is only given a couple of weeks to live. One comes from America with her two children. A divorced sister also comes with her child and sneaks off regularly to meet a mystery man who may be her ex-husband. The third &amp; youngest daughter is an unmarried nurse aware of her ticking biological clock. The only son chases after his grumpy father who seems to not care a whit about his wife's circumstances. The four are also faced my their mother's dreams to accomplish a few things before she dies - to visit a beach she had visited in the past, to see her youngest married, and to visit Paris. She also wants to be embalmed and be honored with a 21 gun salute. Thus the whole group has to set off in the quest to fulfill their mother's wishes.",0.086721,/ibhCUC9yUkocQiQHmca5WHx2Yxp.jpg,[],[],1999-10-28,0.0,101.0,[],Released,,Soft Fruit,False,0.0,0.0
False,"{'id': 107949, 'name': 'Puppet Master Collection', 'poster_path': '/wuLaEcy10wqgiVi4nCjdPXvcCyw.jpg', 'backdrop_path': '/crDZjaOpoUCIOoiQ9nLIAt8ZBul.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]",,26960,tt0189047,en,Retro Puppet Master,"Toulon runs a puppet theatre in the heart of Paris and meets the sorcerer (the mysterious Afzel).  When his life is saved by the lovely Swiss Ambassador's daughter Ilsa, we bear witness to the origin of the Puppet Master.",1.34643,/kz8FpCrNwoIwwKy1H3H4asLG5jW.jpg,"[{'name': 'Full Moon Pictures', 'id': 1369}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-09,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Legacy Begins ...,Retro Puppet Master,False,2.5,12.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,24475,tt1094661,en,Coco Chanel,"Italian-French-British TV film targeting the US audience, about the fashion icon Coco Chanel. The film begins with the fashion goddess (deftly played by Shirley MacLaine) in her twilight years, steeped in wealth and fame, still issuing game-changing designs and collections. From here the biopic looks backwards to the woman's upbringing in an orphanage, and traces her path to ubiquity as it winds through poverty, wars, doomed romances, and rather glamorous betrayals.",2.090843,/vWeCXoJjj6hZw232ls4z3axyFcd.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Lux Vide', 'id': 1082}, {'name': 'RAI', 'id': 1583}, {'name': 'Pampa Production', 'id': 26252}, {'name': 'Alchemy Television', 'id': 31259}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-09-13,0.0,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Coco Chanel,False,6.1,33.0
False,"{'id': 123256, 'name': 'Pumpkinhead Collection', 'poster_path': '/3CHL2ezo3OclNNBQ51BRVXHE7Ji.jpg', 'backdrop_path': None}",3500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",,26515,tt0095925,en,Pumpkinhead,A man conjures up a gigantic vengeance demon called Pumpkinhead to destroy the teenagers who accidentally killed his son.,11.841506,/hr2iS7hLHI0NBA9FG3sQKgxLjao.jpg,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}, {'name': 'Lion Films', 'id': 29393}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-06-09,4385516.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For each of man's evils a special demon exists...,Pumpkinhead,False,5.9,108.0
False,"{'id': 327871, 'name': 'Count Yorga Collection', 'poster_path': '/vGUhU08ptGPdDWZ9l0AzdzBcbAQ.jpg', 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}]",,28855,tt0067671,en,The Return of Count Yorga,"Count Yorga continues to prey on the local community while living by a nearby orphanage. He also intends to take a new wife, while feeding his bevy of female vampires.",1.402173,/sXSZzxbTbXhJnd070nAYKUmgK5i.jpg,"[{'name': 'Peppertree Productions Inc.', 'id': 13750}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-08-18,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The overlord of the damned,The Return of Count Yorga,False,5.1,8.0
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,324803,tt4441422,en,Hangman,"Returning from vacation, the Miller family find their home has been broken into. After cleaning up the mess they continue with their lives, shaking off the feeling of being violated. But little do they know the nightmare has just begun.",2.055173,/mxav7LV56dr3bf4DvSUvSXuR1l0.jpg,"[{'name': 'Hiding in the Attic', 'id': 73043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-03-14,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who You Fear Is Already Inside,Hangman,False,4.3,36.0
False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,65134,tt0068011,en,Zachariah,Two gunfighters separate and experience surreal visions on their journey through the west.,0.071054,/dCoDvHyHXoYcG4fTCj8W5om9hKR.jpg,[],[],1971-01-12,0.0,93.0,[],Released,A head of his time,Zachariah,False,7.0,1.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",http://www.animenewsnetwork.com/encyclopedia/anime.php?id=2345,80089,tt0376058,ja,パラサイトドールズ,"Beauty is only skin deep, but when you can’t see beneath the skin, how can you know what you’re really dealing with? In a world where perfect androids called Boomers have infiltrated every aspect of society, it’s the job of Branch to maintain peace between the people and the plastic. Unfortunately, not all boomers are created perfect, and when boomers go bad, people die. The thin blue line that separates man from machine is about to meet its most horrifying test in Parasite Dolls.",0.737868,/oAiRENXOWINAWGDzgv0AiWpMEKR.jpg,"[{'name': 'AIC', 'id': 12081}, {'name': 'Imagica', 'id': 13412}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2003-05-22,0.0,85.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Beware the temptations of the flesh.,Parasite Dolls,False,4.3,4.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,53161,tt0019574,en,White Shadows in the South Seas,"An alcoholic doctor on a Polynesian island, disgusted by white exploitation of the natives, finds himself marooned on a pristinely beautiful island.",0.136278,/cVXcwvi6Ka0cmopbxQvzkjBrfmk.jpg,"[{'name': 'Cosmopolitan Productions', 'id': 1442}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-11-11,0.0,88.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,White Shadows in the South Seas,False,6.3,3.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,44099,tt0039015,en,Temptation,A Victorian-era drama about a beautiful young woman with a shady past.,0.497273,/97TZl2qrc1K1G43QK2p3mxcFvw3.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-12-02,0.0,98.0,[],Released,YOU CAN'T RESIST IT!,Temptation,False,5.0,1.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,322125,tt4058500,fr,Un Homme idéal,"A struggling writer finds a shortcut to fame, but a blackmailer threatens to ruin his perfect life.",7.500331,/tvO3WABX6FRmu90K3TTWnrmJfsW.jpg,"[{'name': 'Mars Distribution', 'id': 2908}, {'name': 'WY Productions', 'id': 3304}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': '2425 Films', 'id': 49068}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2015-03-18,0.0,103.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,A Perfect Man,False,7.0,141.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,197726,tt0264804,en,Lon Chaney: A Thousand Faces,"Lon Chaney, the silent movie star and makeup artist, renowned for his various characterizations and celebrated for his horror films, becomes the subject of this documentary..",0.646182,/wipyZwTCNbXKm3huBXczsCVknnC.jpg,[],[],2000-10-23,0.0,85.0,[],Released,,Lon Chaney: A Thousand Faces,False,5.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,55909,tt0071334,en,Claudine,"Diahann Carroll was nominated for both an Oscar and a Golden Globe award for her gripping portrayal as the indomitable Claudine in this heartwarming comedy. While struggling to support herself and her six children in Harlem by working as a maid for a wealthy family, Claudine (Carroll) meets a charming garbage man, Roop (James Earl Jones). But although Roop is smitten with the lovely single mother, his own life trials make him slow to respond to her invitation to a lifetime of love. The touching story of Claudine will inspire smiles and tears in viewers of all ages.",1.421475,/a5QoNY4nTNFiwgq4dbMtLsQ4LpL.jpg,[],[],1974-04-22,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A heart and soul comedy. Can you dig it?,Claudine,False,6.1,8.0
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,46658,tt0100273,fr,Night of the Sharks,"David must fight for his life against the gangsters who killed his brother for a CD filled with proof of their illegal activities. When David gets possession of the CD they go down to Mexico where David lives as a shark hunter. Who will get David first, the gangsters or the shark?",0.110781,/oYQcTvHTZld4DFWJ6q3gVShZqs8.jpg,[],[],1989-01-01,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Still waters run deep, dark and deadly.",Night of the Sharks,False,3.0,1.0
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",,222,tt0017668,de,Berlin: Die Sinfonie der Grosstadt,Berlin is Walter Ruttmanns black and white documentary of Berlin in 1927. The big city symphony shows a day in the life of metropolitan Berlin. Showing the industrial uprising as well as the lives and working circumstances of the time.,0.692745,/ePGMsItIMHSOvZkCJ6rnl4v64Sq.jpg,"[{'name': 'Deutsche Vereinsfilm AG', 'id': 50}, {'name': 'Fox Europa Produktion', 'id': 51}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1927-09-23,0.0,69.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Berlin: Symphony of a Great City,False,8.0,11.0
False,,1300000,"[{'id': 18, 'name': 'Drama'}]",,7090,tt0209077,en,Ken Park,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",12.630419,/85pCokz6jy4vdswljogUdruLm5m.jpg,"[{'name': 'Lou Yi Inc.', 'id': 839}, {'name': 'Cinéa', 'id': 874}, {'name': 'Kasander Film Company', 'id': 1049}, {'name': 'Busy Bee Productions', 'id': 2172}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-31,447741.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who are you?,Ken Park,False,5.7,136.0
False,,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",http://screenmediafilms.net/productions/details/1635/Colonia,318781,tt4005402,en,Colonia,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",10.156891,/buEhROtfCEFNhjPWdJVgeVnrThj.jpg,"[{'name': 'Majestic Filmproduktion', 'id': 2094}, {'name': 'Rat Pack Filmproduktion', 'id': 5754}, {'name': 'Iris productions', 'id': 6938}, {'name': 'Fred Films', 'id': 88045}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",2016-02-18,3621046.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,There is no turning back,Colonia,False,7.4,566.0
False,"{'id': 145901, 'name': 'Lupin the Third Collection', 'poster_path': '/eXFuXigMcDUD0tJmiPtrz8TL5ve.jpg', 'backdrop_path': '/ai1ZL3wZgkIXZ59cITshSSkUZxK.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",,59719,tt1259781,ja,ルパン三世 sweet lost night ～魔法のランプは悪夢の予感～,"Lupin scores a ""magic lamp"" and finds it does hold a genie. However, the stroke of 7PM strikes, and that is the last thing he remembers. Finding himself in Singapore, Lupin must battle his way past the forces of Colonel Garlic and discover the secret behind the lamp. But every time the clock strikes 7PM, his memory is wiped clean! How can Lupin piece together this puzzle, when he can't even remember what he is doing?!",0.513825,/eZJ1U2D0KV3gB9V0jNF4yDWvAGd.jpg,"[{'name': 'Tokyo Movie Shinsha (TMS)', 'id': 9155}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2008-07-25,0.0,91.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Lupin the Third: Sweet Lost Night,False,5.7,6.0
False,,0,"[{'id': 27, 'name': 'Horror'}]",,86326,tt0098089,en,Phantom of the Mall: Eric's Revenge,"A guy called Eric (Hense the title) owns a huge house and some greedy people want to build a mall over it. So they get someone to burn down his house. Eric is badly burned but not dead, and a year later the mall opens. What they don't realise is that Eric is living underneath the mall and he's very angry!",1e-06,/hGaQTlnriiaeazJp53RxKCgoZej.jpg,[],[],1989-12-01,0.0,91.0,[],Released,Be nice to Eric. Or Eric won't be nice to you.,Phantom of the Mall: Eric's Revenge,False,2.5,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.dogpound-lefilm.com/,43920,tt1422020,en,Dog Pound,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,5.059285,/pO0dlGykmxlGbgSIDGFwDlsvJ2X.jpg,"[{'name': 'Angoa-Agicoa', 'id': 309}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Mars Films', 'id': 819}, {'name': 'Partizan', 'id': 1784}, {'name': 'Canal+', 'id': 5358}, {'name': 'Grana Productions', 'id': 7641}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2010-04-24,430041.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fighting Back Is The Only Way Out,Dog Pound,False,7.5,104.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,29872,tt0029971,en,Carefree,"Dr. Tony Flagg's friend, Steven, has problems in the relationship with his fiancee, Amanda, so he persuades her to visit Dr. Flagg. After some minor misunderstandings, she falls in love with Dr. Flagg. When he tries to use hypnosis to strengthen her feelings for Steven, things get complicated.",5.393625,/8ksrFRswixmjkspJV4anS3ulGh9.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1938-09-02,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Together again!,Carefree,False,6.7,7.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,61002,tt0046991,es,"For Better, for Worse","In postwar London a young graduate and his girlfriend decide to marry. Her well-to-do parents are not convinced, but they agree once he has got a £5.10.0 job and a 30/- a week single-room flat. The newly-weds find money fearfully tight, the flat cramped, the neighbours a trial, and her parents always hovering. Can faith conquer all? Is there some way of getting rid of tea-leaves except down the sink?",0.407544,/uUurr7DmHWQEyaeMW5hTfQeCuJ8.jpg,"[{'name': 'Kenwood Productions', 'id': 6028}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1954-06-20,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"For Better, for Worse",False,7.8,2.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,88269,tt0021283,ja,Rakudai Wa Shitakeredo,Takahashi finds a creative way to avoid doing his revision in this roguish comedy reminiscent of  Harold Lloyd’s The Freshman.,0.160931,/lVO0dIlgh5XdPI85Bl35YyGnlG3.jpg,"[{'name': 'Shochiku Kinema (Kamata)', 'id': 10652}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1930-04-11,0.0,65.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,"I Flunked, But...",False,2.5,2.0
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",,360007,tt4929720,en,Patchwork,"A delightfully dark, Frankenstein-themed horror comedy about a re-animated corpse, made from the stitched together body parts of three murdered young women, that decides to go on a bloody quest to find their killer and avenge their deaths!",6.588979,/gvNbcTmjkJ4Ai4DSyM8X6r1Ft9H.jpg,"[{'name': 'Infinite Lives Entertainment', 'id': 63357}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-10-15,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some Assembly Required,Patchwork,False,6.2,13.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,93115,tt0449786,en,The 50 Worst Movies Ever Made,There are some movies that are so bad they're good. And there are some movies that are so bad- that they're just bad...,0.647313,/lKweQFS4fEz8aK12Mg6Cs0ZSok7.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-07-13,0.0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The 50 Worst Movies Ever Made,False,5.6,10.0
